index,ContractAge,Position,Nationality,Height,Overall Pick,GAMES_PLAYED_t,G_t,A_t,P_t,PLUS_MINUS_t,PIM_t,GP_PLAYOFF_t,G_PLAYOFF_t,A_PLAYOFF_t,P_PLAYOFF_t,PLUS_MINUS_PLAYOFF_t,PIM_PLAYOFF_t,TOI_t,ixG_t,xG±/60_t,RelxG±/60_t,C±/60_t,RelC±/60_t,TOI_PLAYOFF_t,ixG_PLAYOFF_t,xG±/60_PLAYOFF_t,RelxG±/60_PLAYOFF_t,C±/60_PLAYOFF_t,RelC±/60_PLAYOFF_t,G_PG_t,P_PG_t,PIM_PG_t,G_PG_PLAYOFF_t,P_PG_PLAYOFF_t,GAMES_PLAYED_t1,G_t1,A_t1,P_t1,PLUS_MINUS_t1,PIM_t1,GP_PLAYOFF_t1,G_PLAYOFF_t1,A_PLAYOFF_t1,P_PLAYOFF_t1,PLUS_MINUS_PLAYOFF_t1,PIM_PLAYOFF_t1,TOI_t1,ixG_t1,xG±/60_t1,RelxG±/60_t1,C±/60_t1,RelC±/60_t1,TOI_PLAYOFF_t1,ixG_PLAYOFF_t1,xG±/60_PLAYOFF_t1,RelxG±/60_PLAYOFF_t1,C±/60_PLAYOFF_t1,RelC±/60_PLAYOFF_t1,G_PG_t1,P_PG_t1,PIM_PG_t1,G_PG_PLAYOFF_t1,P_PG_PLAYOFF_t1,GAMES_PLAYED_t2,G_t2,A_t2,P_t2,PLUS_MINUS_t2,PIM_t2,GP_PLAYOFF_t2,G_PLAYOFF_t2,A_PLAYOFF_t2,P_PLAYOFF_t2,PLUS_MINUS_PLAYOFF_t2,PIM_PLAYOFF_t2,TOI_t2,ixG_t2,xG±/60_t2,RelxG±/60_t2,C±/60_t2,RelC±/60_t2,TOI_PLAYOFF_t2,ixG_PLAYOFF_t2,xG±/60_PLAYOFF_t2,RelxG±/60_PLAYOFF_t2,C±/60_PLAYOFF_t2,RelC±/60_PLAYOFF_t2,G_PG_t2,P_PG_t2,PIM_PG_t2,G_PG_PLAYOFF_t2,P_PG_PLAYOFF_t2,GAMES_PLAYED_avg,G_avg,A_avg,P_avg,PLUS_MINUS_avg,PIM_avg,GP_PLAYOFF_avg,G_PLAYOFF_avg,A_PLAYOFF_avg,P_PLAYOFF_avg,PLUS_MINUS_PLAYOFF_avg,PIM_PLAYOFF_avg,TOI_avg,ixG_avg,xG±/60_avg,RelxG±/60_avg,C±/60_avg,RelC±/60_avg,TOI_PLAYOFF_avg,ixG_PLAYOFF_avg,xG±/60_PLAYOFF_avg,RelxG±/60_PLAYOFF_avg,C±/60_PLAYOFF_avg,RelC±/60_PLAYOFF_avg,G_PG_avg,P_PG_avg,PIM_PG_avg,G_PG_PLAYOFF_avg,P_PG_PLAYOFF_avg,Current Salary
Devin Shore,29.0,C,CAN,73.0,61.0,47.0,1.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.516666666666667,3.52,0.0,-0.51,-1.67,-8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.19148936170212766,0.0851063829787234,0.0,0.0,49.0,5.0,6.0,11.0,-4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.266666666666667,3.64,-0.36,-0.43,-0.88,-6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.22448979591836735,0.20408163265306123,0.0,0.0,38.0,5.0,4.0,9.0,-4.0,6.0,2.0,0.0,1.0,1.0,-2.0,0.0,10.466666666666667,1.74,-0.54,-0.32,-19.52,-14.74,18.45,0.3,-0.64,-0.89,5.05,-0.93,0.13157894736842105,0.23684210526315788,0.15789473684210525,0.0,0.5,44.666666666666664,3.6666666666666665,6.0,9.666666666666666,-0.6666666666666666,6.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,9.75,2.966666666666667,-0.3,-0.42,-7.3566666666666665,-9.700000000000001,6.1499999999999995,0.09999999999999999,-0.21333333333333335,-0.2966666666666667,1.6833333333333333,-0.31,0.08496545314654418,0.21760708762788428,0.1490275841579633,0.0,0.16666666666666666,"$850,000"
Alexander Edler,37.0,D,SWE,76.0,91.0,64.0,2.0,9.0,11.0,-1.0,34.0,4.0,0.0,0.0,0.0,-1.0,4.0,14.2,1.41,0.01,-0.25,3.06,-2.81,12.683333333333334,0.03,-3.08,-1.53,-52.71,-25.16,0.03125,0.171875,0.53125,0.0,0.0,41.0,3.0,16.0,19.0,18.0,34.0,7.0,0.0,2.0,2.0,4.0,14.0,16.75,2.11,0.81,0.53,16.36,7.69,16.666666666666668,0.37,-0.37,0.5,-8.56,3.97,0.07317073170731707,0.4634146341463415,0.8292682926829268,0.0,0.2857142857142857,52.0,0.0,8.0,8.0,-8.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,17.516666666666666,1.89,-0.14,0.36,-10.31,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.1153846153846154,0.0,0.0,52.333333333333336,1.6666666666666667,11.0,12.666666666666666,3.0,42.0,3.6666666666666665,0.0,0.6666666666666666,0.6666666666666666,1.0,6.0,16.155555555555555,1.803333333333333,0.22666666666666668,0.21333333333333335,3.0366666666666657,1.346666666666667,9.783333333333333,0.13333333333333333,-1.1500000000000001,-0.3433333333333333,-20.423333333333336,-7.0633333333333335,0.03480691056910569,0.2630452626641651,0.8253009693558474,0.0,0.09523809523809523,"$750,000"
Brogan Rafferty,28.0,D,USA,72.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.916666666666666,0.02,-1.54,-1.02,-30.63,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.916666666666666,0.02,-1.54,-1.02,-30.63,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"$750,000"
Oliver Ekman-Larsson,32.0,D,SWE,74.0,6.0,54.0,2.0,20.0,22.0,-24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17.816666666666666,2.09,-0.6,-0.27,-7.93,-1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.4074074074074074,0.4074074074074074,0.0,0.0,79.0,5.0,24.0,29.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,4.36,0.06,0.13,-1.9,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.3670886075949367,0.6582278481012658,0.0,0.0,46.0,3.0,21.0,24.0,-17.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,17.033333333333335,1.77,-0.77,-0.55,-6.76,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.5217391304347826,0.6956521739130435,0.0,0.0,59.666666666666664,3.3333333333333335,21.666666666666668,25.0,-12.0,35.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,17.816666666666666,2.74,-0.4366666666666667,-0.23,-5.53,-1.7066666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0551818558606304,0.4320783818123755,0.5870958098072389,0.0,0.0,"$8,250,000"
Justin Dowling,33.0,C,CAN,70.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,4.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.716666666666667,1.33,-0.47,-0.27,-8.59,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,27.0,1.0,4.0,5.0,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.4,-0.03,-0.32,6.86,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.18518518518518517,0.2222222222222222,0.0,0.0,24.5,1.5,3.0,4.5,-3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.158333333333333,1.365,-0.25,-0.29500000000000004,-0.8649999999999998,-1.1199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.06397306397306397,0.1835016835016835,0.15656565656565657,0.0,0.0,"$750,000"
Andy Welinski,30.0,D,USA,74.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.383333333333333,0.35,-0.57,-0.22,-6.27,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.383333333333333,0.35,-0.57,-0.22,-6.27,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
John Klingberg,31.0,D,SWE,75.0,131.0,50.0,8.0,16.0,24.0,-28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,18.366666666666667,2.92,-1.69,-0.39,-22.35,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.48,0.6,0.0,0.0,74.0,6.0,41.0,47.0,-28.0,34.0,7.0,0.0,1.0,1.0,-2.0,26.0,18.883333333333333,4.59,0.04,-0.14,-2.29,-0.89,15.75,0.45,-1.86,-1.05,-45.7,-18.37,0.08108108108108109,0.6351351351351351,0.4594594594594595,0.0,0.14285714285714285,53.0,7.0,29.0,36.0,-15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,2.65,0.17,-0.14,5.46,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1320754716981132,0.6792452830188679,0.4339622641509434,0.0,0.0,59.0,7.0,28.666666666666668,35.666666666666664,-23.666666666666668,29.0,2.3333333333333335,0.0,0.3333333333333333,0.3333333333333333,-0.6666666666666666,8.666666666666666,18.849999999999998,3.3866666666666667,-0.49333333333333335,-0.22333333333333336,-6.3933333333333335,-0.6833333333333335,5.25,0.15,-0.62,-0.35000000000000003,-15.233333333333334,-6.123333333333334,0.12438551759306476,0.5981268060513343,0.4978072412034676,0.0,0.047619047619047616,"$7,000,000"
Gavin Bayreuther,29.0,D,USA,73.0,121.0,51.0,2.0,12.0,14.0,-18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,15.433333333333334,1.35,-0.76,-0.03,-15.79,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.27450980392156865,0.45098039215686275,0.0,0.0,43.0,0.0,8.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,1.32,-0.47,0.11,-4.67,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18604651162790697,0.5116279069767442,0.0,0.0,9.0,1.0,0.0,1.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.983333333333333,0.48,-0.63,-0.16,2.74,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,34.333333333333336,1.0,6.666666666666667,7.666666666666667,-6.333333333333333,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,14.955555555555556,1.05,-0.62,-0.02666666666666667,-5.906666666666666,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05010893246187364,0.19055580888686227,0.5801286923037949,0.0,0.0,"$750,000"
Rhett Gardner,27.0,C,CAN,75.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.03,-0.35,-0.35,-14.58,-10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,2.0,-9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.19,-0.35,-0.59,-7.41,-11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.2857142857142857,0.0,0.0,16.0,0.5,0.5,1.0,-5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,1.1099999999999999,-0.35,-0.47,-10.995000000000001,-11.015,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.03571428571428571,0.14285714285714285,0.0,0.0,"$750,000"
Joel Kiviranta,27.0,L,FIN,71.0,121.0,70.0,8.0,1.0,9.0,-9.0,40.0,15.0,1.0,4.0,5.0,0.0,2.0,11.3,7.75,-0.28,-0.41,4.76,1.36,10.716666666666667,0.72,-0.22,-0.56,-2.6,-3.8,0.11428571428571428,0.12857142857142856,0.5714285714285714,0.06666666666666667,0.3333333333333333,56.0,1.0,6.0,7.0,-6.0,10.0,7.0,0.0,1.0,1.0,-2.0,4.0,10.366666666666667,5.42,0.28,0.28,-0.62,3.76,10.466666666666667,0.35,-1.86,-0.99,-40.85,-12.14,0.017857142857142856,0.125,0.17857142857142858,0.0,0.14285714285714285,26.0,6.0,5.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.183333333333334,2.68,-0.02,-0.4,6.62,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.4230769230769231,0.23076923076923078,0.0,0.0,50.666666666666664,5.0,4.0,9.0,-4.0,18.666666666666668,7.333333333333333,0.3333333333333333,1.6666666666666667,2.0,-0.6666666666666666,2.0,11.283333333333333,5.283333333333333,-0.006666666666666667,-0.17666666666666667,3.5866666666666664,1.75,7.061111111111111,0.35666666666666663,-0.6933333333333334,-0.5166666666666667,-14.483333333333334,-5.3133333333333335,0.12097069597069599,0.22554945054945055,0.3269230769230769,0.022222222222222223,0.15873015873015872,"$1,050,000"
Rourke Chartier,27.0,C,CAN,71.0,149.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383333333333333,0.52,0.2,0.35,-3.44,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383333333333333,0.52,0.2,0.35,-3.44,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
Carson Soucy,29.0,D,CAN,77.0,137.0,78.0,3.0,13.0,16.0,18.0,68.0,14.0,1.0,1.0,2.0,6.0,12.0,15.183333333333334,2.96,0.1,-0.02,6.07,0.14,14.216666666666667,0.38,0.25,0.56,-2.43,-2.06,0.038461538461538464,0.20512820512820512,0.8717948717948718,0.07142857142857142,0.14285714285714285,64.0,10.0,11.0,21.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,15.866666666666667,3.68,-0.12,0.06,-0.7,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.328125,0.734375,0.0,0.0,50.0,1.0,16.0,17.0,22.0,51.0,4.0,0.0,0.0,0.0,-1.0,2.0,14.85,1.43,0.15,0.02,-14.39,-5.65,13.616666666666667,0.03,0.53,0.85,5.47,15.05,0.02,0.34,1.02,0.0,0.0,64.0,4.666666666666667,13.333333333333334,18.0,15.666666666666666,55.333333333333336,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,4.666666666666667,15.299999999999999,2.69,0.043333333333333335,0.02,-3.0066666666666664,-1.9233333333333336,9.277777777777779,0.1366666666666667,0.26,0.47000000000000003,1.0133333333333332,4.33,0.07157051282051281,0.2910844017094017,0.8753899572649573,0.023809523809523808,0.047619047619047616,"$2,750,000"
Michael Carcone,27.0,L,CAN,69.0,121.0,9.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.216666666666667,1.18,0.61,1.26,2.42,16.27,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.0,21.0,4.0,2.0,6.0,-8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.816666666666666,3.33,-0.5,0.46,-12.9,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.5,4.5,-2.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.016666666666666,2.255,0.05499999999999999,0.86,-5.24,10.615,0.0,0.0,0.0,0.0,0.0,0.0,0.20634920634920634,0.30952380952380953,0.4444444444444444,0.0,0.0,"$750,000"
